iter	Passed	Remaining
477	52680	99740
478	52834	99712
479	52952	99617
480	53120	99614
481	53221	99486
482	53337	99386
483	53490	99354
484	53720	99466
485	53926	99530
486	54086	99510
487	54284	99559
488	54415	99483
489	54539	99395
490	54662	99305
491	54786	99217
492	54914	99135
493	55029	99031
494	55149	98934
495	55276	98850
496	55442	98837
497	55566	98748
498	55709	98691
499	55976	98855
500	56074	98717
501	56188	98609
502	56345	98577
503	56454	98458
504	56581	98373
505	56682	98242
506	56842	98212
507	56952	98096
508	57084	98019
509	57219	97946
510	57330	97832
511	57444	97722
512	57566	97627
513	57667	97495
514	57815	97444
515	57924	97326
516	58028	97201
517	58138	97085
518	58250	96972
519	58372	96876
520	58494	96780
521	58611	96675
522	58710	96540
523	58845	96465
524	58967	96369
525	59311	96635
526	59572	96763
527	59757	96767
528	59853	96624
529	59965	96510
530	60092	96419
531	60228	96342
532	60334	96219
533	60429	96076
534	60511	95914
535	60635	95817
536	60747	95702
537	60896	95645
538	61026	95559
539	61121	95416
540	61240	95313
541	61356	95203
542	61451	95063
543	61564	94948
544	61695	94863
545	61825	94776
546	61949	94679
547	62078	94589
548	62183	94464
549	62291	94342
550	62442	94286
551	62550	94166
552	62661	94048
553	62755	93906
554	62865	93787
555	62977	93673
556	63101	93576
557	63216	93465
558	63371	93414
559	63483	93297
560	63585	93167
561	63702	93060
562	63796	92917
563	63921	92822
564	64056	92739
565	64180	92642
566	64297	92534
567	64424	92440
568	64526	92310
569	64631	92184
570	64746	92073
571	64864	91967
572	65038	91939
573	65154	91829
574	65233	91667
575	65345	91551
576	65465	91447
577	65580	91336
578	65795	91363
579	65995	91369
580	66127	91280
581	66265	91200
582	66400	91115
583	66554	91056
584	66678	90956
585	66814	90871
586	66966	90809
587	67133	90766
588	67278	90695
589	67375	90557
590	67486	90438
591	67603	90328
592	67737	90240
593	67843	90115
594	67989	90042
595	68125	89957
596	68267	89880
597	68375	89757
598	68482	89633
599	68590	89511
600	68682	89367
601	68813	89275
602	68996	89249
603	69123	89150
604	69250	89052
605	69389	88969
606	69503	88854
607	69598	88714
608	69721	88611
609	69826	88484
610	69952	88384
611	70093	88304
612	70222	88208
613	70354	88114
614	70468	88000
615	70606	87914
616	70674	87741
617	70772	87606
618	70901	87509
619	71016	87396
620	71136	87288
621	71231	87149
622	71367	87061
623	71462	86923
624	71592	86827
625	71741	86754
626	71844	86626
627	71980	86537
628	72107	86437
629	72219	86319
630	72342	86214
631	72469	86114
632	72565	85978
633	72690	85875
634	72794	85748
635	72904	85628
636	73009	85502
637	73144	85411
638	73251	85287
639	73357	85163
640	73462	85038
641	73585	84932
642	73778	84908
643	73915	84818
644	74031	84706
645	74129	84571
646	74351	84578
647	74522	84528
648	74647	84424
649	74791	84341
650	74926	84248
651	75043	84135
652	75165	84028
653	75290	83924
654	75381	83782
655	75477	83646
656	75570	83507
657	75670	83375
658	75803	83280
659	75919	83166
660	76036	83053
661	76166	82954
662	76336	82898
663	76465	82799
664	76567	82669
665	76720	82595
666	76839	82484
667	76972	82388
668	77090	82276
669	77200	82155
670	77347	82073
671	77467	81962
672	77580	81845
673	77706	81741
674	77899	81707
675	78020	81598
676	78162	81510
677	78287	81405
678	78444	81332
679	78600	81259
680	78720	81147
681	78815	81011
682	78933	80898
683	79058	80792
684	79215	80718
685	79334	80606
686	79464	80505
687	79567	80376
688	79683	80262
689	79793	80140
690	79944	80060
691	80067	79951
692	80185	79838
693	80295	79717
694	80460	79649
695	80577	79535
696	80675	79401
697	80803	79298
698	80910	79174
699	81043	79075
700	81158	78958
701	81277	78846
702	81383	78721
703	81465	78572
704	81581	78457
705	81705	78349
706	81827	78239
707	81929	78110
708	82038	77988
709	82151	77870
710	82242	77731
711	82363	77620
712	82484	77509
713	82643	77434
714	82751	77312
715	82886	77214
716	82984	77081
717	83097	76963
718	83205	76840
719	83313	76717
720	83432	76605
721	83551	76492
722	83665	76374
723	83776	76255
724	83868	76117
725	83992	76009
726	84088	75876
727	84157	75718
728	84286	75615
729	84407	75504
730	84523	75388
731	84654	75286
732	84816	75212
733	84934	75098
734	85048	74981
735	85141	74846
736	85262	74734
737	85379	74619
738	85496	74505
739	85600	74379
740	85709	74258
741	85819	74138
742	85913	74003
743	86043	73900
744	86178	73801
745	86294	73685
746	86421	73579
747	86590	73509
748	86708	73395
749	86820	73276
750	86950	73172
751	87073	73062
752	87205	72960
753	87333	72855
754	87463	72751
755	87572	72629
756	87684	72510
757	87813	72405
758	87927	72288
759	88126	72240
760	88296	72168
761	88665	72259
762	88926	72259
763	89500	72514
764	89796	72541
765	90018	72508
766	90187	72432
767	90320	72326
768	90421	72196
769	90642	72160
770	90765	72047
771	90924	71962
772	91051	71852
773	91183	71744
774	91314	71637
775	91502	71574
776	91637	71470
777	91791	71380
778	92001	71333
779	92161	71247
780	92422	71239
781	92691	71236
782	92901	71188
783	93146	71167
784	93365	71124
785	93542	71049
786	93774	71016
787	93954	70942
788	94161	70889
789	94381	70845
790	94675	70856
791	94940	70845
792	95282	70891
793	95507	70848
794	95906	70934
795	96292	71009
796	96548	70988
797	96765	70937
798	97071	70950
799	97413	70989
800	97670	70966
801	97844	70882
802	97981	70770
803	98120	70661
804	98227	70528
805	98319	70384
806	98427	70252
807	98541	70125
808	98651	69995
809	98786	69882
810	98950	69789
811	99231	69779
812	99392	69684
813	99534	69576
814	99703	69486
815	99863	69390
816	99960	69250
817	100088	69132
818	100189	68994
819	100288	68856
820	100460	68768
821	100714	68735
822	100846	68619
823	101098	68585
824	101214	68457
825	101358	68349
826	101485	68229
827	101627	68120
828	101754	67999
829	101874	67875
830	101978	67740
831	102166	67660
832	102267	67523
833	102416	67418
834	102572	67316
835	102678	67183
836	102815	67069
837	103118	67064
838	103361	67018
839	103578	66956
840	103756	66867
841	103906	66761
842	104038	66644
843	104158	66518
844	104341	66432
845	104428	66285
846	104526	66146
847	104635	66013
848	104731	65873
849	104837	65739
850	104961	65616
851	105064	65480
852	105220	65377
853	105411	65295
854	105511	65158
855	105656	65047
856	105817	64947
857	105909	64805
858	106136	64744
859	106290	64639
860	106395	64504
861	106513	64377
862	106633	64251
863	106793	64150
864	106920	64028
865	107049	63908
866	107134	63761
867	107245	63630
868	107386	63517
869	107537	63409
870	107675	63295
871	107807	63176
872	107898	63033
873	108073	62939
874	108195	62815
875	108305	62683
876	108409	62548
877	108511	62412
878	108599	62268
879	108715	62140
880	108822	62007
881	108952	61887
882	109092	61773
883	109194	61638
884	109305	61507
885	109445	61393
886	109567	61269
887	109678	61138
888	109797	61012
889	109933	60895
890	110029	60756
891	110138	60625
892	110249	60495
893	110398	60385
894	110500	60250
895	110595	60111
896	110712	59984
897	110821	59853
898	110959	59738
899	111069	59607
900	111172	59473
901	111274	59338
902	111383	59207
903	111484	59072
904	111631	58961
905	111761	58841
906	111963	58759
907	112107	58646
908	112215	58515
909	112325	58384
910	112442	58257
911	112552	58127
912	112660	57996
913	112851	57907
914	113098	57847
915	113258	57742
916	113379	57616
917	113517	57500
918	113626	57369
919	113752	57247
920	113857	57114
921	113959	56979
922	114050	56840
923	114173	56716
924	114328	56607
925	114423	56470
926	114534	56340
927	114632	56204
928	114771	56088
929	114913	55974
930	115043	55853
931	115154	55724
932	115274	55598
933	115385	55469
934	115490	55336
935	115612	55212
936	115753	55096
937	115994	55029
938	116103	54898
939	116200	54762
940	116333	54643
941	116464	54523
942	116581	54396
943	116695	54268
944	116830	54149
945	116947	54023
946	117045	53887
947	117160	53760
948	117321	53653
949	117454	53534
950	117576	53409
951	117799	53331
952	117938	53214
953	118046	53083
954	118183	52966
955	118300	52839
956	118491	52745
957	118619	52623
958	118825	52535
959	118974	52423
960	119099	52299
961	119212	52170
962	119273	52019
963	119380	51888
964	119487	51757
965	119588	51623
966	119696	51492
967	119817	51367
968	119958	51251
969	120226	51189
970	120374	51075
971	120506	50954
972	120642	50836
973	120737	50699
974	120911	50596
975	121114	50505
976	121230	50378
977	121337	50247
978	121438	50113
979	121565	49990
980	121741	49888
981	122016	49825
982	122158	49708
983	122345	49609
984	122462	49482
985	122653	49384
986	122810	49273
987	122924	49144
988	123081	49033
989	123201	48907
990	123304	48774
991	123414	48644
992	123514	48510
993	123697	48408
994	123976	48344
995	124218	48265
996	124370	48151
997	124561	48052
998	124723	47941
999	124843	47814
1000	124942	47680
1001	125040	47545
1002	125180	47426
1003	125289	47295
1004	125387	47160
1005	125533	47044
1006	125673	46924
1007	125845	46817
1008	125960	46688
1009	126051	46551
1010	126185	46430
1011	126317	46308
1012	126454	46187
1013	126553	46053
1014	126660	45922
1015	126798	45802
1016	126919	45676
1017	127022	45543
1018	127149	45419
1019	127250	45286
1020	127369	45159
1021	127474	45027
1022	127603	44904
1023	127787	44800
1024	127889	44667
1025	128061	44559
1026	128282	44467
1027	128441	44354
1028	128625	44250
1029	128788	44138
1030	128896	44007
1031	128999	43874
1032	129133	43752
1033	129216	43613
1034	129354	43493
1035	129490	43371
1036	129626	43250
1037	129746	43123
1038	129837	42987
1039	129971	42865
1040	130121	42748
1041	130414	42678
1042	130598	42572
1043	130793	42470
1044	131069	42393
1045	131328	42311
1046	131498	42200
1047	131871	42153
1048	132083	42055
1049	132363	41978
1050	132675	41910
1051	132846	41798
1052	133121	41718
1053	133478	41664
1054	133597	41535
1055	133775	41424
1056	133903	41298
1057	134092	41191
1058	134347	41103
1059	134558	41002
1060	134844	40923
1061	134959	40792
1062	135122	40676
1063	135273	40556
1064	135426	40437
1065	135743	40366
1066	136266	40356
1067	136779	40342
1068	137042	40253
1069	137250	40149
1070	137428	40035
1071	137541	39902
1072	137696	39781
1073	137822	39652
1074	137947	39523
1075	138072	39394
1076	138376	39315
1077	138671	39234
1078	138870	39125
1079	139063	39015
1080	139192	38886
1081	139318	38756
1082	139507	38644
1083	139652	38520
1084	139749	38382
1085	139852	38247
1086	140008	38125
1087	140136	37996
1088	140566	37949
1089	141446	38021
1090	142010	38008
1091	142442	37958
1092	142643	37846
1093	142827	37730
1094	143022	37616
1095	143167	37489
1096	143339	37370
1097	143465	37238
1098	143629	37116
1099	143895	37020
1100	144057	36897
1101	144198	36769
1102	144305	36632
1103	144414	36495
1104	144541	36364
1105	144664	36231
1106	144801	36102
1107	144909	35965
1108	145061	35840
1109	145196	35710
1110	145413	35600
1111	145570	35476
1112	145699	35344
1113	145805	35208
1114	145901	35068
1115	146012	34933
1116	146142	34802
1117	146235	34662
1118	146360	34530
1119	146519	34405
1120	146651	34275
1121	146770	34141
1122	146911	34013
1123	147025	33878
1124	147115	33738
1125	147241	33606
1126	147377	33477
1127	147491	33342
1128	147628	33213
1129	147769	33084
1130	147903	32954
1131	148007	32817
1132	148135	32686
1133	148237	32549
1134	148349	32414
1135	148503	32289
1136	148652	32162
1137	148789	32032
1138	148914	31900
1139	149040	31769
1140	149140	31631
1141	149255	31497
1142	149350	31359
1143	149451	31222
1144	149552	31086
1145	149663	30951
1146	149794	30820
1147	149897	30684
1148	150005	30549
1149	150108	30413
1150	150226	30280
1151	150368	30152
1152	150493	30020
1153	150585	29882
1154	150690	29746
1155	150794	29610
1156	150909	29477
1157	151022	29343
1158	151152	29213
1159	151253	29077
1160	151370	28944
1161	151461	28806
1162	151564	28670
1163	151667	28535
1164	151812	28407
1165	151922	28273
1166	152055	28143
1167	152163	28009
1168	152272	27875
1169	152390	27742
1170	152497	27608
1171	152594	27472
1172	152713	27339
1173	152849	27210
1174	152932	27072
1175	153045	26939
1176	153214	26815
1177	153393	26694
1178	153520	26563
1179	153639	26431
1180	153747	26297
1181	153853	26162
1182	154009	26037
1183	154153	25909
1184	154263	25775
1185	154360	25639
1186	154504	25512
1187	154679	25389
1188	154788	25255
1189	154968	25133
1190	155100	25003
1191	155198	24868
1192	155343	24740
1193	155480	24611
1194	155595	24478
1195	155785	24357
1196	155968	24235
1197	156115	24108
1198	156212	23972
1199	156325	23839
1200	156450	23708
1201	156552	23573
1202	156666	23441
1203	156788	23309
1204	156901	23177
1205	157011	23043
1206	157159	22916
1207	157283	22785
1208	157395	22652
1209	157510	22520
1210	157625	22387
1211	157747	22256
1212	157848	22122
1213	157944	21987
1214	158025	21850
1215	158145	21719
1216	158278	21589
1217	158372	21454
1218	158476	21320
1219	158561	21184
1220	158709	21057
1221	158824	20925
1222	158934	20792
1223	159060	20662
1224	159195	20532
1225	159339	20404
1226	159444	20271
1227	159550	20138
1228	159682	20009
1229	159787	19876
1230	159886	19742
1231	160045	19615
1232	160199	19488
1233	160309	19356
1234	160419	19224
1235	160563	19096
1236	160679	18964
1237	160800	18833
1238	160981	18709
1239	161134	18582
1240	161313	18458
1241	161483	18332
1242	161618	18203
1243	161748	18073
1244	161854	17940
1245	161971	17809
1246	162148	17684
1247	162287	17555
1248	162458	17429
1249	162594	17300
1250	162703	17167
1251	162810	17035
1252	162912	16902
1253	163080	16776
1254	163193	16644
1255	163356	16517
1256	163503	16389
1257	163630	16258
1258	163737	16126
1259	163841	15994
1260	163956	15862
1261	164164	15740
1262	164289	15609
1263	164387	15476
1264	164535	15347
1265	164656	15217
1266	164752	15083
1267	164876	14953
1268	164987	14821
1269	165096	14689
1270	165208	14558
1271	165313	14425
1272	165492	14300
1273	165759	14181
1274	165938	14055
1275	166112	13929
1276	166222	13797
1277	166359	13668
1278	166506	13539
1279	166636	13409
1280	166772	13279
1281	166855	13145
1282	166968	13013
1283	167146	12887
1284	167276	12757
1285	167453	12630
1286	167587	12500
1287	167775	12374
1288	167954	12248
1289	168064	12116
1290	168174	11984
1291	168326	11855
1292	168424	11723
1293	168556	11593
1294	168697	11463
1295	168846	11334
1296	168986	11204
1297	169115	11074
1298	169241	10943
1299	169346	10812
1300	169443	10679
1301	169550	10548
1302	169654	10416
1303	169739	10283
1304	169856	10152
1305	169961	10020
1306	170074	9889
1307	170186	9758
1308	170298	9627
1309	170403	9495
1310	170597	9369
1311	170775	9241
1312	170908	9111
1313	171046	8981
1314	171180	8851
1315	171293	8720
1316	171417	8590
1317	171533	8459
1318	171658	8329
1319	171741	8196
1320	171867	8066
1321	172030	7937
1322	172134	7806
1323	172246	7675
1324	172346	7544
1325	172443	7412
1326	172556	7281
1327	172677	7151
1328	172780	7020
1329	172882	6889
1330	173043	6760
1331	173179	6630
1332	173286	6499
1333	173398	6369
1334	173510	6238
1335	173672	6109
1336	173802	5979
1337	173941	5850
1338	174050	5719
1339	174180	5589
1340	174312	5459
1341	174439	5329
1342	174534	5198
1343	174635	5067
1344	174757	4937
1345	174877	4807
1346	174996	4676
1347	175096	4546
1348	175221	4416
1349	175341	4286
1350	175476	4156
1351	175585	4026
1352	175719	3896
1353	175815	3765
1354	175926	3635
1355	176021	3504
1356	176157	3375
1357	176272	3245
1358	176381	3114
1359	176485	2984
1360	176587	2854
1361	176719	2724
1362	176822	2594
1363	176932	2464
1364	177040	2334
1365	177138	2204
1366	177244	2074
1367	177360	1944
1368	177504	1815
1369	177633	1685
1370	177717	1555
1371	177830	1425
1372	177944	1296
1373	178052	1166
1374	178159	1036
1375	178309	907
1376	178450	777
1377	178585	647
1378	178700	518
1379	178808	388
1380	178919	259
1381	179017	129
1382	179150	0
