iter	RMSE
577	2.22798646
578	2.227900224
579	2.227736958
580	2.227616098
581	2.227559421
582	2.227507161
583	2.22746319
584	2.227391716
585	2.227318299
586	2.22728591
587	2.227177202
588	2.227127802
589	2.227041036
590	2.226995418
591	2.226945427
592	2.226793608
593	2.226677037
594	2.226597933
595	2.226515005
596	2.226415807
597	2.22634259
598	2.226276371
599	2.226170395
600	2.226091383
601	2.226049262
602	2.225948504
603	2.225910153
604	2.225795344
605	2.225696198
606	2.225571965
607	2.22554262
608	2.225362484
609	2.225269661
610	2.225168502
611	2.225100369
612	2.225042023
613	2.224943195
614	2.224864828
615	2.224803543
616	2.22471542
617	2.224588543
618	2.22453558
619	2.224452693
620	2.224373199
621	2.224306127
622	2.224199175
623	2.224070478
624	2.223999847
625	2.223880656
626	2.22380077
627	2.223722603
628	2.223655986
629	2.22353943
630	2.22347918
631	2.223413672
632	2.223316302
633	2.223244599
634	2.223172004
635	2.223150851
636	2.223076551
637	2.222952998
638	2.222897387
639	2.222788785
640	2.222744101
641	2.222606621
642	2.222521425
643	2.222478229
644	2.222375896
645	2.22234762
646	2.222314612
647	2.222214415
648	2.222181912
649	2.222124599
650	2.222066896
651	2.221937721
652	2.221891253
653	2.221788293
654	2.221696629
655	2.221586388
656	2.221530044
657	2.221443573
658	2.221392729
659	2.221357015
660	2.221282447
661	2.221228363
662	2.221148705
663	2.221077457
664	2.221023724
665	2.220968178
666	2.220859126
667	2.220795207
668	2.220753155
669	2.220727624
670	2.220677438
671	2.220596243
672	2.220564022
673	2.220460934
674	2.220392031
675	2.220312423
676	2.220248462
677	2.220196555
678	2.220147162
679	2.220065712
680	2.219959895
681	2.219861097
682	2.219804617
683	2.219713349
684	2.219603405
685	2.21950453
686	2.219390027
687	2.219303307
688	2.219183214
689	2.219087796
690	2.219021486
691	2.21891551
692	2.218844745
693	2.218793761
694	2.218727177
695	2.218615325
696	2.218533408
697	2.218421076
698	2.218356798
699	2.218280522
700	2.218157496
701	2.218096035
702	2.218075653
703	2.218025964
704	2.217974442
705	2.217911523
706	2.217863034
707	2.217766506
708	2.217675426
709	2.217625053
710	2.217585715
711	2.217489575
712	2.217437483
713	2.217392094
714	2.217315475
715	2.217248707
716	2.217185416
717	2.217108572
718	2.216985563
719	2.216950304
720	2.216878833
721	2.21684373
722	2.216777582
723	2.216691143
724	2.216627183
725	2.216559118
726	2.216531584
727	2.216481722
728	2.216415035
729	2.216336149
730	2.216275841
731	2.216225573
732	2.216109893
733	2.216045685
734	2.215933942
735	2.215870147
736	2.215704567
737	2.215613487
738	2.215568438
739	2.215500738
740	2.215438641
741	2.215392895
742	2.21533236
743	2.215271717
744	2.215192219
745	2.215086248
746	2.214998988
747	2.214969393
748	2.214900335
749	2.214854725
750	2.214803723
751	2.214748799
752	2.214674202
753	2.214631253
754	2.214559552
755	2.21447593
756	2.214367185
757	2.214316388
758	2.214217038
759	2.214152889
760	2.21409502
761	2.214019145
762	2.213970532
763	2.213849418
764	2.213772133
765	2.21370594
766	2.213668742
767	2.21357628
768	2.213525245
769	2.213473087
770	2.213394198
771	2.213319456
772	2.213200095
773	2.213101662
774	2.213056304
775	2.21300436
776	2.212932048
777	2.212840496
778	2.212790488
779	2.212709484
780	2.212641033
781	2.212548107
782	2.212512635
783	2.212459985
784	2.212373967
785	2.212308279
786	2.212236789
787	2.212146584
788	2.212083697
789	2.212041864
790	2.211959964
791	2.211928368
792	2.211851557
793	2.211788721
794	2.211645489
795	2.211577664
796	2.211498322
797	2.211466861
798	2.211412382
799	2.211371147
800	2.211256634
801	2.211192028
802	2.21112526
803	2.21102437
804	2.21094924
805	2.210847513
806	2.210801573
807	2.210754372
808	2.210654117
809	2.210615714
810	2.210585391
811	2.210546893
812	2.210491426
813	2.210473577
814	2.210431732
815	2.21039239
816	2.210379248
817	2.210295678
818	2.210224173
819	2.210191403
820	2.210152577
821	2.210070403
822	2.21002005
823	2.209907073
824	2.209866454
825	2.209805027
826	2.209720244
827	2.209651529
828	2.209581122
829	2.209511542
830	2.209422522
831	2.209358348
832	2.209316592
833	2.209273164
834	2.209205136
835	2.209132897
836	2.2090698
837	2.209015114
838	2.208938383
839	2.208891413
840	2.20884116
841	2.208751309
842	2.208687713
843	2.208651524
844	2.208621239
845	2.208573203
846	2.20854091
847	2.208479081
848	2.208360386
849	2.208319233
850	2.208269889
851	2.208201581
852	2.208149277
853	2.208114274
854	2.208091473
855	2.208018852
856	2.20794131
857	2.207887282
858	2.207809005
859	2.207756958
860	2.207692867
861	2.207635566
862	2.207597146
863	2.207530315
864	2.207475504
865	2.20741665
866	2.20736033
867	2.207299381
868	2.207204417
869	2.207156726
870	2.207094114
871	2.207065303
872	2.207041704
873	2.206979903
874	2.206909835
875	2.206824379
876	2.206804439
877	2.206750543
878	2.206706866
879	2.206645526
880	2.206566522
881	2.206494744
882	2.206442202
883	2.20637813
884	2.206317963
885	2.206259278
886	2.206231162
887	2.206196456
888	2.206161022
889	2.20612245
890	2.205965547
891	2.205915192
892	2.205837401
893	2.205776916
894	2.205720447
895	2.205646846
896	2.205618438
897	2.205578747
898	2.205487116
899	2.205450406
900	2.20539911
901	2.205363125
902	2.205330958
903	2.205299081
904	2.205227828
905	2.205149487
906	2.205105354
907	2.204985902
908	2.204948416
909	2.204875131
910	2.204800191
911	2.204703194
912	2.204636422
913	2.204546997
914	2.204499958
915	2.204452784
916	2.204391394
917	2.204316064
918	2.204270846
919	2.204238796
920	2.204192976
921	2.204142441
922	2.204123966
923	2.204074043
924	2.203982181
925	2.203944471
926	2.203888449
927	2.203805324
928	2.203749439
929	2.203689065
930	2.203611495
931	2.203552799
932	2.203466809
933	2.203376022
934	2.203302418
935	2.203262596
936	2.203193369
937	2.203140553
938	2.203074581
939	2.203005451
940	2.202895734
941	2.202863795
942	2.202804529
943	2.20273663
944	2.202693165
945	2.202675351
946	2.202616566
947	2.202540735
948	2.202467452
949	2.202417888
950	2.202352778
951	2.202283506
952	2.202185305
953	2.202143963
954	2.202068457
955	2.20199305
956	2.201935737
957	2.201887485
958	2.201774349
959	2.201703057
960	2.20165521
961	2.201589046
962	2.201535104
963	2.201470803
964	2.201413996
965	2.201388689
966	2.20135966
967	2.20133468
968	2.20127008
969	2.201218447
970	2.20115665
971	2.201061644
972	2.200982291
973	2.200902427
974	2.200843311
975	2.200743916
976	2.200698975
977	2.200600311
978	2.200555751
979	2.200488192
980	2.20042765
981	2.200334609
982	2.200270391
983	2.200247255
984	2.200183716
985	2.200154864
986	2.200088355
987	2.199955653
988	2.199870189
989	2.199800044
990	2.199760296
991	2.199718679
992	2.199676566
993	2.199633403
994	2.19957884
995	2.199544651
996	2.199457438
997	2.199397424
998	2.199333521
999	2.19926426
1000	2.19916824
1001	2.199126836
1002	2.199022143
1003	2.198929804
1004	2.198884504
1005	2.198838662
1006	2.198774707
1007	2.198678582
1008	2.198625631
1009	2.198563516
1010	2.198523222
1011	2.19847879
1012	2.198419005
1013	2.198374265
1014	2.198321549
1015	2.198254117
1016	2.198230497
1017	2.198093473
1018	2.198039412
1019	2.198018362
1020	2.19798771
1021	2.19794105
1022	2.197895739
1023	2.197820866
1024	2.19769156
1025	2.197640182
1026	2.197556297
1027	2.197491644
1028	2.197412018
1029	2.197367937
1030	2.197287523
1031	2.197227103
1032	2.197188289
1033	2.197140811
1034	2.19705275
1035	2.197007229
1036	2.196936747
1037	2.196850933
1038	2.196793749
1039	2.196744744
1040	2.196673397
1041	2.196595124
1042	2.196529905
1043	2.1964417
1044	2.19641058
1045	2.196350743
1046	2.196292951
1047	2.196245988
1048	2.196208692
1049	2.196156405
1050	2.196114093
1051	2.196029115
1052	2.195981265
1053	2.195921298
1054	2.195868857
1055	2.195834156
1056	2.195765032
1057	2.195730478
1058	2.195652304
1059	2.195596763
1060	2.195550779
1061	2.195483882
1062	2.195448217
1063	2.195378071
1064	2.195327217
1065	2.195298136
1066	2.195227328
1067	2.195176058
1068	2.195143944
1069	2.195087823
1070	2.194985966
1071	2.194942679
1072	2.194882396
1073	2.194786636
1074	2.194755261
1075	2.194707495
1076	2.194653028
1077	2.194600588
1078	2.194543704
1079	2.194504206
1080	2.194461423
1081	2.194441188
1082	2.194386159
1083	2.194278922
1084	2.194246549
1085	2.194201731
1086	2.194161923
1087	2.194122275
1088	2.19404256
1089	2.194000356
1090	2.193970053
1091	2.193918787
1092	2.193878563
1093	2.193816845
1094	2.193764594
1095	2.193696079
1096	2.19359031
1097	2.193571284
1098	2.193528061
1099	2.193480629
1100	2.193436201
1101	2.193366836
1102	2.193313826
1103	2.193241026
1104	2.193183099
1105	2.193127254
1106	2.193110422
1107	2.193065507
1108	2.193012478
1109	2.192911255
1110	2.192879301
1111	2.19282173
1112	2.192780698
1113	2.192734166
1114	2.192691781
1115	2.192651991
1116	2.192605437
1117	2.192577982
1118	2.192496742
1119	2.192430715
1120	2.192414029
1121	2.192376855
1122	2.192256992
1123	2.192219948
1124	2.192169727
1125	2.192099478
1126	2.192057019
1127	2.192024034
1128	2.191970945
1129	2.191951031
1130	2.191910898
1131	2.191846147
1132	2.19181637
1133	2.191770726
1134	2.191686232
1135	2.191600344
1136	2.191555727
1137	2.191514711
1138	2.191477112
1139	2.191413955
1140	2.191339801
1141	2.19125948
1142	2.191199069
1143	2.191161552
1144	2.191128415
1145	2.191042184
1146	2.190996717
1147	2.190915441
1148	2.190859256
1149	2.190789482
1150	2.190753724
1151	2.190643016
1152	2.190576245
1153	2.190514882
1154	2.190469275
1155	2.190410208
1156	2.190338561
1157	2.190298022
1158	2.190188086
1159	2.190111082
1160	2.190083749
1161	2.190053711
1162	2.190003345
1163	2.189908269
1164	2.189849203
1165	2.189828603
1166	2.189747972
1167	2.189663634
1168	2.189581029
1169	2.189490646
1170	2.189428529
1171	2.18940798
1172	2.189372482
1173	2.189267639
1174	2.189227264
1175	2.189191466
1176	2.189126631
1177	2.189051913
1178	2.188990984
1179	2.188925553
1180	2.188846403
1181	2.188804787
1182	2.188730091
1183	2.188700383
1184	2.18864997
1185	2.188576599
1186	2.188537825
1187	2.188513585
1188	2.18847797
1189	2.188455556
1190	2.188404241
1191	2.188319275
1192	2.188230757
1193	2.188153437
1194	2.188091019
1195	2.188028348
1196	2.187997477
1197	2.187952711
1198	2.187928816
1199	2.187892316
1200	2.187827697
1201	2.187787225
1202	2.1877388
1203	2.187653219
1204	2.187603546
1205	2.187530401
1206	2.187475765
1207	2.187442193
1208	2.18738275
1209	2.187334788
1210	2.187301049
1211	2.187266992
1212	2.18724646
1213	2.187208689
1214	2.187150093
1215	2.187060697
1216	2.18701374
1217	2.18697782
1218	2.186909498
1219	2.186862263
1220	2.186831917
1221	2.186759751
1222	2.186695825
1223	2.186667303
1224	2.186619494
1225	2.186546086
1226	2.186522707
1227	2.186495301
1228	2.186466195
1229	2.186402616
1230	2.186369717
1231	2.186350646
1232	2.186315034
1233	2.186289083
1234	2.186234915
1235	2.186192034
1236	2.186117411
1237	2.186043592
1238	2.185953692
1239	2.185923066
1240	2.185873066
1241	2.185783837
1242	2.185742395
1243	2.185694646
1244	2.185647632
1245	2.185595103
1246	2.185549687
1247	2.185500143
1248	2.185473816
1249	2.185417691
1250	2.18536181
1251	2.185313006
1252	2.185285424
1253	2.185268231
1254	2.185184449
1255	2.185067841
1256	2.185029175
1257	2.184982467
1258	2.184958956
1259	2.184910653
1260	2.184864112
1261	2.184825294
1262	2.184759149
1263	2.184723432
1264	2.184683917
1265	2.184594823
1266	2.184554164
1267	2.184484062
1268	2.184407449
1269	2.184378392
1270	2.184354267
1271	2.184298716
1272	2.184271273
1273	2.184212905
1274	2.184161668
1275	2.184092076
1276	2.184019691
1277	2.18393964
1278	2.183884711
1279	2.183846273
1280	2.18381433
1281	2.183773401
1282	2.183721935
1283	2.183703493
1284	2.183687095
1285	2.183621651
1286	2.183596708
1287	2.183580042
1288	2.183538257
1289	2.183480939
1290	2.183416388
1291	2.183331628
1292	2.183307528
1293	2.183253384
1294	2.183209286
1295	2.183181675
1296	2.183116321
1297	2.183076962
1298	2.183002049
1299	2.182952053
1300	2.18289819
1301	2.182861336
1302	2.18279754
1303	2.182760969
1304	2.182698819
1305	2.182666617
1306	2.182636062
1307	2.182618172
1308	2.182585333
1309	2.182534754
1310	2.182510963
1311	2.182451394
1312	2.182379122
1313	2.182344527
1314	2.182298317
1315	2.182276614
1316	2.182243902
1317	2.18220879
1318	2.182188957
1319	2.182156458
1320	2.182102516
1321	2.182077222
1322	2.182044367
1323	2.181967719
1324	2.181925504
1325	2.181870492
1326	2.181816742
1327	2.181735415
1328	2.18168201
1329	2.181623829
1330	2.181583826
1331	2.181525551
1332	2.181480547
1333	2.181384686
1334	2.181304123
1335	2.181245857
1336	2.181179049
1337	2.18110552
1338	2.181062122
1339	2.180999819
1340	2.180966853
1341	2.180938369
1342	2.180922265
1343	2.180904271
1344	2.180873284
1345	2.18084878
1346	2.180777145
1347	2.180720342
1348	2.180689917
1349	2.180623845
1350	2.18055914
1351	2.180545701
1352	2.180492502
1353	2.180449403
1354	2.180413744
1355	2.180362804
1356	2.180263017
1357	2.180186111
1358	2.180155635
1359	2.180075251
1360	2.180043863
1361	2.179966262
1362	2.179901939
1363	2.17984157
1364	2.179811218
1365	2.179749214
1366	2.17966087
1367	2.179614215
1368	2.179566145
1369	2.179502648
1370	2.179478722
1371	2.179400877
1372	2.179323798
1373	2.179272229
1374	2.179249605
1375	2.179170325
1376	2.179116003
1377	2.179056815
1378	2.178976998
1379	2.178901031
1380	2.178883192
1381	2.178838558
1382	2.178742683
